route_short_name,direction_id,stop_id,year,peak,total_delay_seconds,n_obs
1,0,9022001010008002,2026,Dag,2324,19
1,0,9022001010008002,2026,EM-topp,1762,13
1,0,9022001010008002,2026,FM-topp,366,10
1,0,9022001010008002,2026,Natt,2306,22
1,0,9022001010008002,2025,Dag,12929,66
1,0,9022001010008002,2025,EM-topp,3511,37
1,0,9022001010008002,2025,FM-topp,355,5
1,0,9022001010008002,2025,Natt,-6285,44
1,0,9022001010008002,2026,Dag,327721,2226
1,0,9022001010008002,2026,EM-topp,218376,1355
1,0,9022001010008002,2026,FM-topp,92264,834
1,0,9022001010008002,2026,Natt,226867,1774
1,0,9022001010012002,2026,Dag,2921,21
1,0,9022001010012002,2026,EM-topp,2198,15
1,0,9022001010012002,2026,FM-topp,471,10
1,0,9022001010012002,2026,Natt,2335,22
1,0,9022001010012002,2025,Dag,14722,70
1,0,9022001010012002,2025,EM-topp,4576,41
1,0,9022001010012002,2025,FM-topp,403,5
1,0,9022001010012002,2025,Natt,-5653,46
1,0,9022001010012002,2026,Dag,380729,2317
1,0,9022001010012002,2026,EM-topp,247675,1436
1,0,9022001010012002,2026,FM-topp,99577,842
1,0,9022001010012002,2026,Natt,247671,1809
1,0,9022001010014002,2026,Dag,3511,22
1,0,9022001010014002,2026,EM-topp,2520,15
1,0,9022001010014002,2026,FM-topp,690,10
1,0,9022001010014002,2026,Natt,2865,23
1,0,9022001010014002,2025,Dag,18086,78
1,0,9022001010014002,2025,EM-topp,6909,49
1,0,9022001010014002,2025,FM-topp,509,5
1,0,9022001010014002,2025,Natt,-4471,48
1,0,9022001010014002,2026,Dag,476100,2480
1,0,9022001010014002,2026,EM-topp,301366,1505
1,0,9022001010014002,2026,FM-topp,123209,865
1,0,9022001010014002,2026,Natt,301752,1872
1,0,9022001010019001,2026,Dag,2457,24
1,0,9022001010019001,2026,EM-topp,2166,16
1,0,9022001010019001,2026,FM-topp,159,11
1,0,9022001010019001,2026,Natt,2339,26
1,0,9022001010019001,2025,Dag,16057,83
1,0,9022001010019001,2025,EM-topp,5770,50
1,0,9022001010019001,2025,FM-topp,385,5
1,0,9022001010019001,2025,Natt,-5576,50
1,0,9022001010019001,2026,Dag,375218,2665
1,0,9022001010019001,2026,EM-topp,251184,1598
1,0,9022001010019001,2026,FM-topp,90392,901
1,0,9022001010019001,2026,Natt,247309,1976
1,0,9022001010024002,2026,Dag,1521,25
1,0,9022001010024002,2026,EM-topp,1603,17
1,0,9022001010024002,2026,FM-topp,-332,11
1,0,9022001010024002,2026,Natt,1591,26
1,0,9022001010024002,2025,Dag,13251,83
1,0,9022001010024002,2025,EM-topp,4513,51
1,0,9022001010024002,2025,FM-topp,172,5
1,0,9022001010024002,2025,Natt,-6085,59
1,0,9022001010024002,2026,Dag,322579,2795
1,0,9022001010024002,2026,EM-topp,221835,1690
1,0,9022001010024002,2026,FM-topp,59147,933
1,0,9022001010024002,2026,Natt,225975,2177
1,0,9022001010028001,2026,Dag,-8250,36
1,0,9022001010028001,2026,EM-topp,-3474,26
1,0,9022001010028001,2026,FM-topp,-3491,13
1,0,9022001010028001,2026,Natt,-5277,34
1,0,9022001010028001,2025,Dag,-17321,112
1,0,9022001010028001,2025,EM-topp,-17148,73
1,0,9022001010028001,2025,FM-topp,-737,5
1,0,9022001010028001,2025,Natt,-19877,71
1,0,9022001010028001,2026,Dag,-662381,3790
1,0,9022001010028001,2026,EM-topp,-401492,2318
1,0,9022001010028001,2026,FM-topp,-196961,1158
1,0,9022001010028001,2026,Natt,-431021,2867
1,0,9022001010031001,2026,Dag,4207,28
1,0,9022001010031001,2026,EM-topp,3403,19
1,0,9022001010031001,2026,FM-topp,806,12
1,0,9022001010031001,2026,Natt,3847,29
1,0,9022001010031001,2025,Dag,24194,98
1,0,9022001010031001,2025,EM-topp,10959,62
1,0,9022001010031001,2025,FM-topp,487,5
1,0,9022001010031001,2025,Natt,-1935,62
1,0,9022001010031001,2026,Dag,617432,3150
1,0,9022001010031001,2026,EM-topp,404194,1892
1,0,9022001010031001,2026,FM-topp,132881,988
1,0,9022001010031001,2026,Natt,411850,2430
1,0,9022001010033001,2026,Dag,4629,29
1,0,9022001010033001,2026,EM-topp,3632,19
1,0,9022001010033001,2026,FM-topp,780,12
1,0,9022001010033001,2026,Natt,4299,30
1,0,9022001010033001,2025,Dag,24954,98
1,0,9022001010033001,2025,EM-topp,11189,62
1,0,9022001010033001,2025,FM-topp,492,5
1,0,9022001010033001,2025,Natt,-918,64
1,0,9022001010033001,2026,Dag,658461,3220
1,0,9022001010033001,2026,EM-topp,432280,1927
1,0,9022001010033001,2026,FM-topp,146090,1028
1,0,9022001010033001,2026,Natt,430154,2491
1,0,9022001010034002,2026,Dag,4751,29
1,0,9022001010034002,2026,EM-topp,4034,20
1,0,9022001010034002,2026,FM-topp,802,13
1,0,9022001010034002,2026,Natt,4681,31
1,0,9022001010034002,2025,Dag,25116,98
1,0,9022001010034002,2025,EM-topp,11927,64
1,0,9022001010034002,2025,FM-topp,497,5
1,0,9022001010034002,2025,Natt,-613,65
1,0,9022001010034002,2026,Dag,697510,3329
1,0,9022001010034002,2026,EM-topp,462878,1992
1,0,9022001010034002,2026,FM-topp,150031,1052
1,0,9022001010034002,2026,Natt,444508,2555
1,0,9022001010037001,2026,Dag,4690,30
1,0,9022001010037001,2026,EM-topp,3935,20
1,0,9022001010037001,2026,FM-topp,736,13
1,0,9022001010037001,2026,Natt,4626,31
1,0,9022001010037001,2025,Dag,25318,102
1,0,9022001010037001,2025,EM-topp,12132,65
1,0,9022001010037001,2025,FM-topp,488,5
1,0,9022001010037001,2025,Natt,-526,65
1,0,9022001010037001,2026,Dag,714065,3403
1,0,9022001010037001,2026,EM-topp,474923,2044
1,0,9022001010037001,2026,FM-topp,151190,1090
1,0,9022001010037001,2026,Natt,453308,2611
1,0,9022001010040002,2026,Dag,5196,32
1,0,9022001010040002,2026,EM-topp,4879,22
1,0,9022001010040002,2026,FM-topp,698,13
1,0,9022001010040002,2026,Natt,5132,32
1,0,9022001010040002,2025,Dag,27460,105
1,0,9022001010040002,2025,EM-topp,12807,69
1,0,9022001010040002,2025,FM-topp,493,5
1,0,9022001010040002,2025,Natt,-159,68
1,0,9022001010040002,2026,Dag,774725,3575
1,0,9022001010040002,2026,EM-topp,518586,2154
1,0,9022001010040002,2026,FM-topp,159590,1125
1,0,9022001010040002,2026,Natt,483367,2753
1,0,9022001010045002,2026,Dag,2183,35
1,0,9022001010045002,2026,EM-topp,3425,24
1,0,9022001010045002,2026,FM-topp,-491,13
1,0,9022001010045002,2026,Natt,2881,33
1,0,9022001010045002,2025,Dag,19893,112
1,0,9022001010045002,2025,EM-topp,6310,71
1,0,9022001010045002,2025,FM-topp,154,5
1,0,9022001010045002,2025,Natt,-4524,69
1,0,9022001010045002,2026,Dag,450605,3696
1,0,9022001010045002,2026,EM-topp,317730,2236
1,0,9022001010045002,2026,FM-topp,62494,1147
1,0,9022001010045002,2026,Natt,277814,2814
1,0,9022001010052002,2026,Dag,-3028,36
1,0,9022001010052002,2026,EM-topp,267,26
1,0,9022001010052002,2026,FM-topp,-1960,13
1,0,9022001010052002,2026,Natt,-1447,34
1,0,9022001010052002,2025,Dag,-317,112
1,0,9022001010052002,2025,EM-topp,-6985,73
1,0,9022001010052002,2025,FM-topp,-384,5
1,0,9022001010052002,2025,Natt,-11125,71
1,0,9022001010052002,2026,Dag,-160060,3771
1,0,9022001010052002,2026,EM-topp,-92020,2317
1,0,9022001010052002,2026,FM-topp,-71760,1157
1,0,9022001010052002,2026,Natt,-121112,2872
1,0,9022001010054001,2026,Dag,-1826,36
1,0,9022001010054001,2026,EM-topp,886,25
1,0,9022001010054001,2026,FM-topp,-1769,13
1,0,9022001010054001,2026,Natt,-926,34
1,0,9022001010054001,2025,Dag,4387,112
1,0,9022001010054001,2025,EM-topp,-4696,73
1,0,9022001010054001,2025,FM-topp,-334,5
1,0,9022001010054001,2025,Natt,-9390,71
1,0,9022001010054001,2026,Dag,-18707,3769
1,0,9022001010054001,2026,EM-topp,16119,2309
1,0,9022001010054001,2026,FM-topp,-54070,1157
1,0,9022001010054001,2026,Natt,-32569,2866
1,0,9022001010054002,2026,Dag,1024,11
1,0,9022001010056001,2026,Dag,-448,36
1,0,9022001010056001,2026,EM-topp,1753,25
1,0,9022001010056001,2026,FM-topp,-1442,13
1,0,9022001010056001,2026,Natt,-78,34
1,0,9022001010056001,2025,Dag,9111,112
1,0,9022001010056001,2025,EM-topp,-1858,73
1,0,9022001010056001,2025,FM-topp,-265,5
1,0,9022001010056001,2025,Natt,-6905,71
1,0,9022001010056001,2026,Dag,120885,3772
1,0,9022001010056001,2026,EM-topp,105164,2309
1,0,9022001010056001,2026,FM-topp,-23009,1160
1,0,9022001010056001,2026,Natt,51805,2867
1,0,9022001010056002,2026,Dag,767,11
1,0,9022001010058001,2026,Dag,77,36
1,0,9022001010058001,2026,EM-topp,2120,24
1,0,9022001010058001,2026,FM-topp,-1228,13
1,0,9022001010058001,2026,Natt,360,34
1,0,9022001010058001,2025,Dag,11181,112
1,0,9022001010058001,2025,EM-topp,-480,73
1,0,9022001010058001,2025,FM-topp,-220,5
1,0,9022001010058001,2025,Natt,-5906,71
1,0,9022001010058001,2026,Dag,180595,3772
1,0,9022001010058001,2026,EM-topp,141018,2308
1,0,9022001010058001,2026,FM-topp,-6692,1160
1,0,9022001010058001,2026,Natt,86114,2866
1,0,9022001010060001,2026,Dag,2395,35
1,0,9022001010060001,2026,EM-topp,3644,24
1,0,9022001010060001,2026,FM-topp,-507,13
1,0,9022001010060001,2026,Natt,1916,34
1,0,9022001010060001,2025,Dag,18962,112
1,0,9022001010060001,2025,EM-topp,4586,73
1,0,9022001010060001,2025,FM-topp,14,5
1,0,9022001010060001,2025,Natt,-1836,71
1,0,9022001010060001,2026,Dag,417376,3761
1,0,9022001010060001,2026,EM-topp,293247,2307
1,0,9022001010060001,2026,FM-topp,55214,1159
1,0,9022001010060001,2026,Natt,237838,2856
1,0,9022001010062002,2026,Dag,3877,35
1,0,9022001010062002,2026,EM-topp,4483,24
1,0,9022001010062002,2026,FM-topp,-12,13
1,0,9022001010062002,2026,Natt,3352,33
1,0,9022001010062002,2025,Dag,25823,112
1,0,9022001010062002,2025,EM-topp,8904,73
1,0,9022001010062002,2025,FM-topp,198,5
1,0,9022001010062002,2025,Natt,2048,71
1,0,9022001010062002,2026,Dag,610550,3743
1,0,9022001010062002,2026,EM-topp,411144,2284
1,0,9022001010062002,2026,FM-topp,106780,1152
1,0,9022001010062002,2026,Natt,385150,2828
1,0,9022001010062003,2026,Dag,1046,17
1,0,9022001010062003,2026,EM-topp,2470,14
1,0,9022001010062003,2026,Natt,355,5
1,0,9022001010151003,2026,Dag,3458,21
1,0,9022001010151003,2026,EM-topp,5129,28
1,0,9022001010151003,2026,Natt,1452,13
1,0,9022001010153001,2026,Dag,4325,34
1,0,9022001010153001,2026,EM-topp,4669,24
1,0,9022001010153001,2026,FM-topp,348,13
1,0,9022001010153001,2026,Natt,3864,33
1,0,9022001010153001,2025,Dag,25961,112
1,0,9022001010153001,2025,EM-topp,10258,73
1,0,9022001010153001,2025,FM-topp,318,5
1,0,9022001010153001,2025,Natt,2555,71
1,0,9022001010153001,2026,Dag,632077,3732
1,0,9022001010153001,2026,EM-topp,442170,2280
1,0,9022001010153001,2026,FM-topp,122677,1153
1,0,9022001010153001,2026,Natt,400457,2826
1,0,9022001010155001,2026,Dag,4175,35
1,0,9022001010155001,2026,EM-topp,4405,24
1,0,9022001010155001,2026,FM-topp,105,13
1,0,9022001010155001,2026,Natt,3177,33
1,0,9022001010155001,2025,Dag,26332,112
1,0,9022001010155001,2025,EM-topp,8833,73
1,0,9022001010155001,2025,FM-topp,173,5
1,0,9022001010155001,2025,Natt,2035,71
1,0,9022001010155001,2026,Dag,614100,3741
1,0,9022001010155001,2026,EM-topp,418944,2285
1,0,9022001010155001,2026,FM-topp,112023,1153
1,0,9022001010155001,2026,Natt,381104,2833
1,0,9022001010183002,2026,Dag,4373,20
1,0,9022001010183002,2026,EM-topp,7043,28
1,0,9022001010183002,2026,Natt,1787,12
1,0,9022001010188002,2026,Dag,4074,21
1,0,9022001010188002,2026,EM-topp,6496,28
1,0,9022001010188002,2026,Natt,2184,13
1,0,9022001010191002,2026,Dag,5503,21
1,0,9022001010191002,2026,EM-topp,7929,29
1,0,9022001010191002,2026,Natt,2525,14
1,0,9022001010363004,2026,Dag,4866,20
1,0,9022001010363004,2026,EM-topp,6584,27
1,0,9022001010363004,2026,Natt,1468,11
1,0,9022001010367002,2026,Dag,5972,20
1,0,9022001010367002,2026,EM-topp,7591,25
1,0,9022001010367002,2026,Natt,1922,11
1,0,9022001010369005,2026,Dag,-395,19
1,0,9022001010369005,2026,EM-topp,286,13
1,0,9022001010369005,2026,FM-topp,-369,8
1,0,9022001010369005,2026,Natt,883,22
1,0,9022001010369005,2025,Dag,5534,64
1,0,9022001010369005,2025,EM-topp,309,36
1,0,9022001010369005,2025,FM-topp,73,5
1,0,9022001010369005,2025,Natt,-13758,41
1,0,9022001010369005,2026,Dag,103811,2076
1,0,9022001010369005,2026,EM-topp,89093,1234
1,0,9022001010369005,2026,FM-topp,17837,761
1,0,9022001010369005,2026,Natt,105729,1669
1,0,9022001010369011,2026,Dag,-257,10
1,0,9022001010369011,2026,EM-topp,-68,11
1,0,9022001010369011,2026,Natt,-51,2
1,0,9022001010421002,2026,Dag,435,18
1,0,9022001010421002,2026,EM-topp,873,12
1,0,9022001010421002,2026,FM-topp,-1,8
1,0,9022001010421002,2026,Natt,1565,21
1,0,9022001010421002,2025,Dag,8279,64
1,0,9022001010421002,2025,EM-topp,2085,36
1,0,9022001010421002,2025,FM-topp,215,5
1,0,9022001010421002,2025,Natt,1883,37
1,0,9022001010421002,2026,Dag,190377,2059
1,0,9022001010421002,2026,EM-topp,143403,1250
1,0,9022001010421002,2026,FM-topp,46609,751
1,0,9022001010421002,2026,Natt,158961,1630
1,0,9022001010449002,2026,Dag,569,13
1,0,9022001010449002,2026,EM-topp,810,10
1,0,9022001010449002,2026,FM-topp,209,6
1,0,9022001010449002,2026,Natt,1422,17
1,0,9022001010449002,2025,Dag,5588,44
1,0,9022001010449002,2025,EM-topp,668,24
1,0,9022001010449002,2025,FM-topp,42,2
1,0,9022001010449002,2025,Natt,1078,25
1,0,9022001010449002,2026,Dag,148334,1616
1,0,9022001010449002,2026,EM-topp,116308,1020
1,0,9022001010449002,2026,FM-topp,38628,585
1,0,9022001010449002,2026,Natt,128295,1314
1,0,9022001010451002,2026,Dag,479,12
1,0,9022001010451002,2026,EM-topp,709,9
1,0,9022001010451002,2026,FM-topp,194,6
1,0,9022001010451002,2026,Natt,1322,17
1,0,9022001010451002,2025,Dag,5074,42
1,0,9022001010451002,2025,EM-topp,600,24
1,0,9022001010451002,2025,FM-topp,32,2
1,0,9022001010451002,2025,Natt,998,22
1,0,9022001010451002,2026,Dag,138412,1579
1,0,9022001010451002,2026,EM-topp,111861,986
1,0,9022001010451002,2026,FM-topp,32155,567
1,0,9022001010451002,2026,Natt,121154,1270
1,0,9022001010453002,2026,Dag,549,11
1,0,9022001010453002,2026,EM-topp,837,9
1,0,9022001010453002,2026,FM-topp,207,6
1,0,9022001010453002,2026,Natt,1258,15
1,0,9022001010453002,2025,Dag,5281,42
1,0,9022001010453002,2025,EM-topp,924,24
1,0,9022001010453002,2025,FM-topp,65,2
1,0,9022001010453002,2025,Natt,1140,19
1,0,9022001010453002,2026,Dag,140485,1473
1,0,9022001010453002,2026,EM-topp,118379,954
1,0,9022001010453002,2026,FM-topp,31913,467
1,0,9022001010453002,2026,Natt,120115,1051
1,0,9022001010455002,2026,Dag,807,11
1,0,9022001010455002,2026,EM-topp,948,8
1,0,9022001010455002,2026,FM-topp,240,4
1,0,9022001010455002,2026,Natt,1306,14
1,0,9022001010455002,2025,Dag,6354,42
1,0,9022001010455002,2025,EM-topp,668,17
1,0,9022001010455002,2025,FM-topp,120,2
1,0,9022001010455002,2025,Natt,1146,15
1,0,9022001010455002,2026,Dag,168331,1369
1,0,9022001010455002,2026,EM-topp,130003,841
1,0,9022001010455002,2026,FM-topp,44249,395
1,0,9022001010455002,2026,Natt,123021,888
1,0,9022001010462001,2026,Dag,483,13
1,0,9022001010462001,2026,EM-topp,743,10
1,0,9022001010462001,2026,FM-topp,186,6
1,0,9022001010462001,2026,Natt,1296,17
1,0,9022001010462001,2025,Dag,5787,47
1,0,9022001010462001,2025,EM-topp,748,26
1,0,9022001010462001,2025,FM-topp,24,2
1,0,9022001010462001,2025,Natt,938,26
1,0,9022001010462001,2026,Dag,147850,1679
1,0,9022001010462001,2026,EM-topp,114211,1077
1,0,9022001010462001,2026,FM-topp,35037,589
1,0,9022001010462001,2026,Natt,125099,1358
1,0,9022001010489002,2026,Dag,6893,21
1,0,9022001010489002,2026,EM-topp,10322,32
1,0,9022001010489002,2026,Natt,3305,15
1,0,9022001010505001,2026,Dag,3112,25
1,0,9022001010505001,2026,EM-topp,2812,18
1,0,9022001010505001,2026,FM-topp,506,11
1,0,9022001010505001,2026,Natt,2925,27
1,0,9022001010505001,2025,Dag,19273,84
1,0,9022001010505001,2025,EM-topp,8613,54
1,0,9022001010505001,2025,FM-topp,385,5
1,0,9022001010505001,2025,Natt,-3351,60
1,0,9022001010505001,2026,Dag,525456,2889
1,0,9022001010505001,2026,EM-topp,346225,1749
1,0,9022001010505001,2026,FM-topp,116379,949
1,0,9022001010505001,2026,Natt,345381,2280
1,0,9022001010645004,2025,Dag,7006,54
1,0,9022001010645004,2025,EM-topp,1422,30
1,0,9022001010645004,2025,FM-topp,157,3
1,0,9022001010645004,2025,Natt,1468,28
1,0,9022001010645004,2026,Dag,175178,1673
1,0,9022001010645004,2026,EM-topp,116210,1002
1,0,9022001010645004,2026,FM-topp,29238,567
1,0,9022001010645004,2026,Natt,139731,1297
1,0,9022001010733002,2026,Dag,649,11
1,0,9022001010733002,2026,EM-topp,652,7
1,0,9022001010733002,2026,FM-topp,193,4
1,0,9022001010733002,2026,Natt,1119,14
1,0,9022001010733002,2025,Dag,6098,41
1,0,9022001010733002,2025,EM-topp,638,15
1,0,9022001010733002,2025,FM-topp,111,2
1,0,9022001010733002,2025,Natt,970,15
1,0,9022001010733002,2026,Dag,149570,1337
1,0,9022001010733002,2026,EM-topp,112123,804
1,0,9022001010733002,2026,FM-topp,38016,384
1,0,9022001010733002,2026,Natt,106451,841
1,0,9022001010736001,2026,Dag,-2818,36
1,0,9022001010736001,2026,EM-topp,-1416,21
1,0,9022001010736001,2026,FM-topp,-2509,25
1,0,9022001010736001,2026,Natt,-2889,28
1,0,9022001010736001,2025,Dag,-8693,124
1,0,9022001010736001,2025,EM-topp,-16360,94
1,0,9022001010736001,2025,FM-topp,-2482,16
1,0,9022001010736001,2025,Natt,-12889,82
1,0,9022001010736001,2026,Dag,-302222,4142
1,0,9022001010736001,2026,EM-topp,-162711,2393
1,0,9022001010736001,2026,FM-topp,-183990,1886
1,0,9022001010736001,2026,Natt,-239255,2782
1,1,9022001010008001,2026,Dag,3427,38
1,1,9022001010008001,2026,EM-topp,4588,25
1,1,9022001010008001,2026,FM-topp,159,12
1,1,9022001010008001,2026,Natt,1795,23
1,1,9022001010008001,2025,Dag,16037,97
1,1,9022001010008001,2025,EM-topp,13794,71
1,1,9022001010008001,2025,FM-topp,971,6
1,1,9022001010008001,2025,Natt,9340,66
1,1,9022001010008001,2026,Dag,462714,3471
1,1,9022001010008001,2026,EM-topp,372377,2119
1,1,9022001010008001,2026,FM-topp,128062,1118
1,1,9022001010008001,2026,Natt,413260,2580
1,1,9022001010012001,2026,Dag,2543,37
1,1,9022001010012001,2026,EM-topp,3967,24
1,1,9022001010012001,2026,FM-topp,91,11
1,1,9022001010012001,2026,Natt,1688,22
1,1,9022001010012001,2025,Dag,13402,90
1,1,9022001010012001,2025,EM-topp,12256,67
1,1,9022001010012001,2025,FM-topp,706,6
1,1,9022001010012001,2025,Natt,7722,63
1,1,9022001010012001,2026,Dag,389669,3226
1,1,9022001010012001,2026,EM-topp,309669,1988
1,1,9022001010012001,2026,FM-topp,110617,1066
1,1,9022001010012001,2026,Natt,347221,2422
1,1,9022001010014001,2026,Dag,2914,37
1,1,9022001010014001,2026,EM-topp,4038,24
1,1,9022001010014001,2026,FM-topp,277,10
1,1,9022001010014001,2026,Natt,2013,22
1,1,9022001010014001,2025,Dag,13695,87
1,1,9022001010014001,2025,EM-topp,12897,65
1,1,9022001010014001,2025,FM-topp,843,6
1,1,9022001010014001,2025,Natt,8344,62
1,1,9022001010014001,2026,Dag,406460,3072
1,1,9022001010014001,2026,EM-topp,332630,1891
1,1,9022001010014001,2026,FM-topp,120702,1016
1,1,9022001010014001,2026,Natt,372872,2364
1,1,9022001010016001,2026,Dag,2280,37
1,1,9022001010016001,2026,EM-topp,3050,22
1,1,9022001010016001,2026,FM-topp,238,10
1,1,9022001010016001,2026,Natt,2037,21
1,1,9022001010016001,2025,Dag,11020,82
1,1,9022001010016001,2025,EM-topp,11090,61
1,1,9022001010016001,2025,FM-topp,850,6
1,1,9022001010016001,2025,Natt,8115,59
1,1,9022001010016001,2026,Dag,359704,2958
1,1,9022001010016001,2026,EM-topp,299898,1835
1,1,9022001010016001,2026,FM-topp,109139,979
1,1,9022001010016001,2026,Natt,364941,2312
1,1,9022001010019003,2026,Dag,1378,34
1,1,9022001010019003,2026,EM-topp,3050,22
1,1,9022001010019003,2026,FM-topp,289,10
1,1,9022001010019003,2026,Natt,2059,21
1,1,9022001010019003,2025,Dag,10544,80
1,1,9022001010019003,2025,EM-topp,10653,58
1,1,9022001010019003,2025,FM-topp,890,6
1,1,9022001010019003,2025,Natt,8239,57
1,1,9022001010019003,2026,Dag,359400,2896
1,1,9022001010019003,2026,EM-topp,305208,1804
1,1,9022001010019003,2026,FM-topp,106538,969
1,1,9022001010019003,2026,Natt,358637,2239
1,1,9022001010024001,2026,Dag,417,35
1,1,9022001010024001,2026,EM-topp,1831,20
1,1,9022001010024001,2026,FM-topp,125,9
1,1,9022001010024001,2026,Natt,1777,20
1,1,9022001010024001,2025,Dag,8651,80
1,1,9022001010024001,2025,EM-topp,8272,53
1,1,9022001010024001,2025,FM-topp,999,6
1,1,9022001010024001,2025,Natt,6719,54
1,1,9022001010024001,2026,Dag,288022,2786
1,1,9022001010024001,2026,EM-topp,242179,1700
1,1,9022001010024001,2026,FM-topp,95566,937
1,1,9022001010024001,2026,Natt,306548,2121
1,1,9022001010028003,2026,Dag,-2288,27
1,1,9022001010028003,2026,EM-topp,-449,16
1,1,9022001010028003,2026,FM-topp,-1597,18
1,1,9022001010028003,2026,Natt,-3278,27
1,1,9022001010028003,2025,Dag,-9358,99
1,1,9022001010028003,2025,EM-topp,-9376,79
1,1,9022001010028003,2025,FM-topp,-503,15
1,1,9022001010028003,2025,Natt,-13394,66
1,1,9022001010028003,2026,Dag,-290907,3370
1,1,9022001010028003,2026,EM-topp,-92419,1914
1,1,9022001010028003,2026,FM-topp,-100118,1508
1,1,9022001010028003,2026,Natt,-219327,2533
1,1,9022001010031002,2026,Dag,932,27
1,1,9022001010031002,2026,EM-topp,1617,20
1,1,9022001010031002,2026,FM-topp,381,9
1,1,9022001010031002,2026,Natt,1799,19
1,1,9022001010031002,2025,Dag,8689,68
1,1,9022001010031002,2025,EM-topp,3820,46
1,1,9022001010031002,2025,FM-topp,998,6
1,1,9022001010031002,2025,Natt,5139,48
1,1,9022001010031002,2026,Dag,255831,2457
1,1,9022001010031002,2026,EM-topp,181790,1533
1,1,9022001010031002,2026,FM-topp,94866,890
1,1,9022001010031002,2026,Natt,254780,1952
1,1,9022001010034001,2026,Dag,1677,28
1,1,9022001010034001,2026,EM-topp,1825,17
1,1,9022001010034001,2026,FM-topp,535,9
1,1,9022001010034001,2026,Natt,1071,16
1,1,9022001010034001,2025,Dag,9232,65
1,1,9022001010034001,2025,EM-topp,4675,42
1,1,9022001010034001,2025,FM-topp,1092,6
1,1,9022001010034001,2025,Natt,5543,47
1,1,9022001010034001,2026,Dag,267251,2334
1,1,9022001010034001,2026,EM-topp,205549,1434
1,1,9022001010034001,2026,FM-topp,103496,874
1,1,9022001010034001,2026,Natt,262994,1891
1,1,9022001010034003,2026,Dag,7755,18
1,1,9022001010034003,2026,EM-topp,5730,16
1,1,9022001010034003,2026,Natt,1953,9
1,1,9022001010037002,2026,Dag,1300,28
1,1,9022001010037002,2026,EM-topp,1522,17
1,1,9022001010037002,2026,FM-topp,375,8
1,1,9022001010037002,2026,Natt,1051,16
1,1,9022001010037002,2025,Dag,7494,63
1,1,9022001010037002,2025,EM-topp,3701,39
1,1,9022001010037002,2025,FM-topp,1003,6
1,1,9022001010037002,2025,Natt,4407,45
1,1,9022001010037002,2026,Dag,222125,2279
1,1,9022001010037002,2026,EM-topp,183537,1384
1,1,9022001010037002,2026,FM-topp,91065,853
1,1,9022001010037002,2026,Natt,241454,1851
1,1,9022001010040001,2026,Dag,1102,27
1,1,9022001010040001,2026,EM-topp,1504,17
1,1,9022001010040001,2026,FM-topp,223,8
1,1,9022001010040001,2026,Natt,1035,16
1,1,9022001010040001,2025,Dag,4970,60
1,1,9022001010040001,2025,EM-topp,3890,39
1,1,9022001010040001,2025,FM-topp,904,6
1,1,9022001010040001,2025,Natt,3707,42
1,1,9022001010040001,2026,Dag,180438,2189
1,1,9022001010040001,2026,EM-topp,173125,1330
1,1,9022001010040001,2026,FM-topp,75979,801
1,1,9022001010040001,2026,Natt,211901,1670
1,1,9022001010045001,2026,Dag,1146,26
1,1,9022001010045001,2026,EM-topp,1434,17
1,1,9022001010045001,2026,FM-topp,149,8
1,1,9022001010045001,2026,Natt,892,13
1,1,9022001010045001,2025,Dag,4871,57
1,1,9022001010045001,2025,EM-topp,3896,35
1,1,9022001010045001,2025,FM-topp,830,6
1,1,9022001010045001,2025,Natt,3107,32
1,1,9022001010045001,2026,Dag,154071,2073
1,1,9022001010045001,2026,EM-topp,158050,1263
1,1,9022001010045001,2026,FM-topp,64512,776
1,1,9022001010045001,2026,Natt,185295,1433
1,1,9022001010052003,2026,Dag,246,17
1,1,9022001010052003,2026,EM-topp,1092,13
1,1,9022001010052003,2026,FM-topp,11,4
1,1,9022001010052003,2026,Natt,322,7
1,1,9022001010052003,2025,Dag,1812,33
1,1,9022001010052003,2025,EM-topp,1486,18
1,1,9022001010052003,2025,FM-topp,660,3
1,1,9022001010052003,2025,Natt,535,14
1,1,9022001010052003,2026,Dag,53920,1293
1,1,9022001010052003,2026,EM-topp,89939,835
1,1,9022001010052003,2026,FM-topp,37574,472
1,1,9022001010052003,2026,Natt,78580,871
1,1,9022001010054002,2026,Dag,527,19
1,1,9022001010054002,2026,EM-topp,1286,13
1,1,9022001010054002,2026,FM-topp,64,4
1,1,9022001010054002,2026,Natt,432,7
1,1,9022001010054002,2025,Dag,2792,39
1,1,9022001010054002,2025,EM-topp,2190,19
1,1,9022001010054002,2025,FM-topp,702,3
1,1,9022001010054002,2025,Natt,938,15
1,1,9022001010054002,2026,Dag,71951,1393
1,1,9022001010054002,2026,EM-topp,106504,864
1,1,9022001010054002,2026,FM-topp,44021,481
1,1,9022001010054002,2026,Natt,92481,898
1,1,9022001010056002,2026,Dag,772,21
1,1,9022001010056002,2026,EM-topp,1672,14
1,1,9022001010056002,2026,FM-topp,110,4
1,1,9022001010056002,2026,Natt,539,7
1,1,9022001010056002,2025,Dag,3330,39
1,1,9022001010056002,2025,EM-topp,2634,20
1,1,9022001010056002,2025,FM-topp,730,3
1,1,9022001010056002,2025,Natt,1091,15
1,1,9022001010056002,2026,Dag,106118,1486
1,1,9022001010056002,2026,EM-topp,129337,932
